=== Server Log Started ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] 로그 시스템 초기화 완료
[2026-01-20 06:25:10] [INFO ] [PID:6397] === Multi-Process Echo Server (fork-exec) 시작 ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] Port: 9190
[2026-01-20 06:25:10] [INFO ] [PID:6397] 클라이언트 연결 대기 중 (poll 사용, fork-exec 방식)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6616, Session #86)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=86, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42542 (Session #87, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6617, Session #87)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=87, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42552 (Session #88, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6618, Session #88)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=88, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42560 (Session #89, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6619, Session #89)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=89, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42562 (Session #90, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6620, Session #90)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=90, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42566 (Session #91, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6621, Session #91)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=91, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42574 (Session #92, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6622, Session #92)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=92, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42584 (Session #93, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6623, Session #93)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=93, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42596 (Session #94, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6624, Session #94)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=94, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42612 (Session #95, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6625, Session #95)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=95, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42622 (Session #96, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6626, Session #96)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=96, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42624 (Session #97, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6627, Session #97)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=97, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42634 (Session #98, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6628, Session #98)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=98, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42642 (Session #99, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6629, Session #99)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=99, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42650 (Session #100, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6630, Session #100)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=100, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42666 (Session #101, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6631, Session #101)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=101, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42672 (Session #102, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6632, Session #102)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=102, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42686 (Session #103, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6633, Session #103)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=103, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42696 (Session #104, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6634, Session #104)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=104, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42710 (Session #105, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6635, Session #105)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=105, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42712 (Session #106, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6636, Session #106)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=106, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42724 (Session #107, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6637, Session #107)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=107, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42726 (Session #108, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6638, Session #108)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=108, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42730 (Session #109, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6639, Session #109)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=109, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42732 (Session #110, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6640, Session #110)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=110, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42742 (Session #111, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6641, Session #111)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=111, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42744 (Session #112, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6642, Session #112)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=112, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42748 (Session #113, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6643, Session #113)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=113, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42756 (Session #114, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6644, Session #114)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=114, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42762 (Session #115, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6645, Session #115)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=115, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42768 (Session #116, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6646, Session #116)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=116, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42782 (Session #117, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6647, Session #117)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=117, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42794 (Session #118, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6648, Session #118)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=118, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42806 (Session #119, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6649, Session #119)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=119, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42822 (Session #120, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6650, Session #120)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=120, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42824 (Session #121, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6651, Session #121)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=121, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42828 (Session #122, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6652, Session #122)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=122, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42836 (Session #123, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6653, Session #123)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=123, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42846 (Session #124, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6654, Session #124)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=124, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42848 (Session #125, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6655, Session #125)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=125, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42860 (Session #126, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6656, Session #126)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=126, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42872 (Session #127, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6657, Session #127)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=127, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42888 (Session #128, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6658, Session #128)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=128, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42904 (Session #129, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6659, Session #129)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=129, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42908 (Session #130, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6660, Session #130)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=130, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42914 (Session #131, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6661, Session #131)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=131, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42922 (Session #132, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6662, Session #132)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=132, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42928 (Session #133, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6663, Session #133)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=133, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42930 (Session #134, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6664, Session #134)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=134, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42942 (Session #135, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6665, Session #135)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=135, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42958 (Session #136, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6666, Session #136)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=136, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42970 (Session #137, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6667, Session #137)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=137, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42978 (Session #138, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6668, Session #138)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=138, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:42990 (Session #139, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6669, Session #139)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=139, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43002 (Session #140, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6670, Session #140)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=140, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43008 (Session #141, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6671, Session #141)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=141, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43022 (Session #142, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6672, Session #142)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=142, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43024 (Session #143, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6673, Session #143)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=143, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43026 (Session #144, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6674, Session #144)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=144, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43038 (Session #145, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6675, Session #145)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=145, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43052 (Session #146, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6676, Session #146)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=146, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43056 (Session #147, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6677, Session #147)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=147, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43058 (Session #148, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6678, Session #148)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=148, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43074 (Session #149, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6679, Session #149)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=149, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43086 (Session #150, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6680, Session #150)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=150, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43102 (Session #151, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6681, Session #151)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=151, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43108 (Session #152, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6682, Session #152)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=152, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43118 (Session #153, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6683, Session #153)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=153, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43122 (Session #154, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6684, Session #154)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=154, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43130 (Session #155, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6685, Session #155)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=155, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43140 (Session #156, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6686, Session #156)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=156, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43144 (Session #157, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6687, Session #157)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=157, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43152 (Session #158, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6688, Session #158)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=158, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43160 (Session #159, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6689, Session #159)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=159, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43176 (Session #160, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6690, Session #160)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=160, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43186 (Session #161, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6691, Session #161)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=161, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43190 (Session #162, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6692, Session #162)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=162, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43200 (Session #163, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6693, Session #163)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=163, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43202 (Session #164, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6694, Session #164)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=164, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43210 (Session #165, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6695, Session #165)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=165, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43224 (Session #166, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6696, Session #166)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=166, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43226 (Session #167, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6697, Session #167)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=167, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43234 (Session #168, fd: 4)
[2026-01-20 06:25:25] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 6698, Session #168)
[2026-01-20 06:25:25] [DEBUG] [PID:6397] fork 성공=168, exec 대기 중...
[2026-01-20 06:25:25] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:43248 (Session #169, fd: 4)
